"№";"ИНН";"ОГРН";"Название";"Страна";"Регион";"Населенный Пункт";"Индекс";"Адрес";"Раздел";"Подраздел";"Рубрика";"Ключевое слово";"Телефоны";"Сотовый";"Метро (Остановка)";"Email";"Сайт";"Vk.com";"Twitter.com";"Facebook.com";"Instagram.com";"X";"Y";"Дополнительно";"Время Работы"
"1061085756";"";"";"Сбербанк России";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 90, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50, +7 (38553) 2-10-23, +7 (495) 500-55-50";"";"";"dobro@sberbank.ru,  default@email.com,  sberbank@sberbank.ru,  kharlamov.m.y@sberbank.ru,  assivolapov@sberbank.ru,  fraudmonitoring@sberbank.ru,  msbbol@sberbank.ru,  corporate_flow@sberbank-cib.ru,  pppi@sberbank.ru,  upk_cib_ekaterinburg@sberbank.ru";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.753309";"52.49627";"";"пн-пт 9:00–18:00"
"1302155681";"";"";"Сбербанк России";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 102, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50, 8 (800) 555-57-77, +7 (495) 500-55-50";"";"";"dobro@sberbank.ru,  default@email.com,  sberbank@sberbank.ru,  kharlamov.m.y@sberbank.ru,  assivolapov@sberbank.ru,  fraudmonitoring@sberbank.ru,  msbbol@sberbank.ru,  corporate_flow@sberbank-cib.ru,  pppi@sberbank.ru,  upk_cib_ekaterinburg@sberbank.ru";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.776672";"52.493222";"";"ср-пт 9:00–18:00, перерыв 13:00–14:00"
"1152515653";"";"";"Россельхозбанк, дополнительный офис Алейск";"Россия";"Алтайский край";"Алейск";"658130";"ул. Сердюка, 101, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 200-60-99, 8 (800) 100-01-00, +7 (3852) 53-89-48, +7 (38553) 2-17-44, +7 (3852) 53-63-73, +7 (38553) 2-16-63";"";"";"dobro@sberbank.ru,  default@email.com";"https://www.rshb.ru/";"https://vk.com/rshbru";"http://twitter.com/RSHBmedia";"http://www.facebook.com/rshb.ru";"http://www.ok.ru/group/52665958400202";"82.775222";"52.493044";"";""
"1000112629";"";"";"Росбанк";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 100А, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 200-54-34";"";"";"cs@rosbank.ru,  ru-leasing.info@socgen.com,  ru-leasing.info@rosbank.ru,  mailbox@rosbank.ru,  icb@rosbank.ru,  mncssec@rosbank.ru,  sec2ou@rosbank.ru,  secdefense@rosbank.ru,  yasec@rosbank.ru,  secplukhin@rosbank.ru";"http://www.rosbank.ru/";"https://vk.com/rosbank";"";"https://www.facebook.com/rosbank";"";"82.778094";"52.494602";"";""
"34727139323";"";"";"ВТБ, отделение";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"";"";"";"";"";"";"";"";"";"82.77481";"52.496693";"";""
"192997877898";"";"";"Расчетно-кассовый центр";"Россия";"Алтайский край";"Алейск";"658130";"Советская ул., 98, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"";"";"";"";"";"";"";"";"";"82.778397";"52.494257";"";""
"169191653079";"";"";"Банк ВТБ";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 100-24-24";"";"";"vozvrat@vozvrat-online.ru,  info@vtb.ru,  compliance@msk.vtb.ru,  corp@vtb.ru,  ksa@vtb.ru,  shareholders@vtb.ru,  investorrelations@vtb.ru,  pr@vtb.ru";"https://www.vtb.ru/";"https://vk.com/vtb";"";"https://www.facebook.com/vtbrussia/";"";"82.774256";"52.496416";"";""
"1045683386";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.772391";"52.494709";"";""
"1045683386";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.772391";"52.494709";"";""
"1621976232";"";"";"Россельхозбанк";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 100-01-00";"";"";"";"https://rshb.ru/";"https://vk.com/rshbru";"";"https://www.facebook.com/rshb.ru";"";"82.772698";"52.494718";"";""
"1621976232";"";"";"Россельхозбанк";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 100-01-00";"";"";"";"https://rshb.ru/";"https://vk.com/rshbru";"";"https://www.facebook.com/rshb.ru";"";"82.772698";"52.494718";"";""
"1638694721";"";"";"ВТБ";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 100-24-24";"";"";"vozvrat@vozvrat-online.ru,  info@vtb.ru,  compliance@msk.vtb.ru,  corp@vtb.ru,  ksa@vtb.ru,  shareholders@vtb.ru,  investorrelations@vtb.ru,  pr@vtb.ru";"https://www.vtb.ru/";"";"";"http://www.facebook.com/vtb24";"";"82.772552";"52.494724";"";"пн-пт 10:00–17:00"
"1638694721";"";"";"ВТБ";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 100-24-24";"";"";"vozvrat@vozvrat-online.ru,  info@vtb.ru,  compliance@msk.vtb.ru,  corp@vtb.ru,  ksa@vtb.ru,  shareholders@vtb.ru,  investorrelations@vtb.ru,  pr@vtb.ru";"https://www.vtb.ru/";"";"";"http://www.facebook.com/vtb24";"";"82.772552";"52.494724";"";"пн-пт 10:00–17:00"
"168330343252";"";"";"ВТБ";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 100-24-24";"";"";"vozvrat@vozvrat-online.ru,  info@vtb.ru,  compliance@msk.vtb.ru,  corp@vtb.ru,  ksa@vtb.ru,  shareholders@vtb.ru,  investorrelations@vtb.ru,  pr@vtb.ru";"https://www.vtb.ru/";"";"";"";"";"82.774256";"52.496416";"";"ежедневно, круглосуточно"
"168330343252";"";"";"ВТБ";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 118, Алейск";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 100-24-24";"";"";"vozvrat@vozvrat-online.ru,  info@vtb.ru,  compliance@msk.vtb.ru,  corp@vtb.ru,  ksa@vtb.ru,  shareholders@vtb.ru,  investorrelations@vtb.ru,  pr@vtb.ru";"https://www.vtb.ru/";"";"";"";"";"82.774256";"52.496416";"";"ежедневно, круглосуточно"
"86200743498";"";"";"Газпромбанк";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 67, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 100-07-01, 8 (800) 100-00-89";"";"";"mailbox@gazprombank.ru,  broker@gazprombank.ru,  mail@example.com";"http://www.gazprombank.ru/";"";"";"";"";"82.752903";"52.494914";"";"ежедневно, круглосуточно"
"86200743498";"";"";"Газпромбанк";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 67, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 100-07-01, 8 (800) 100-00-89";"";"";"mailbox@gazprombank.ru,  broker@gazprombank.ru,  mail@example.com";"http://www.gazprombank.ru/";"";"";"";"";"82.752903";"52.494914";"";"ежедневно, круглосуточно"
"81592214923";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 67, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.7528";"52.495";"";"ежедневно, круглосуточно"
"81592214923";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"658135";"Ульяновский пер., 67, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.7528";"52.495";"";"ежедневно, круглосуточно"
"1259247904";"";"";"Совкомбанк";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 200-66-96";"";"";"hr@sovcombank.ru,  job@sovcombank.ru";"http://www.sovcombank.ru/";"https://vk.com/sovcombank";"";"https://www.facebook.com/sovcombank";"http://ok.ru/paosovcombank";"82.772838";"52.497409";"";"пн-пт 9:00–19:00, сб 9:00–15:00"
"1259247904";"";"";"Совкомбанк";"Россия";"Алтайский край";"Алейск";"658130";"Пионерская ул., 134, Алейск";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 200-66-96";"";"";"hr@sovcombank.ru,  job@sovcombank.ru";"http://www.sovcombank.ru/";"https://vk.com/sovcombank";"";"https://www.facebook.com/sovcombank";"http://ok.ru/paosovcombank";"82.772838";"52.497409";"";"пн-пт 9:00–19:00, сб 9:00–15:00"
"154297045950";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.774819";"52.504152";"";""
"154297045950";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 30, Алейск, Россия";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.774819";"52.504152";"";""
"212671813241";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 72, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.762927";"52.495749";"";""
"212671813241";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 72, Алейск";"Бизнес";"Банки  и банкоматы";"Банкомат";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.762927";"52.495749";"";""
"1086690349";"";"";"Сбербанк";"Россия";"Алтайский край";"Алейск";"658133";"Октябрьская ул., 26, Алейск";"Бизнес";"Банки  и банкоматы";"Банк";"";"8 (800) 555-55-50";"";"";"destek@altinyildizclassics.com";"http://www.sberbank.ru/";"https://vk.com/sberbank";"https://twitter.com/sberbank";"https://www.facebook.com/sberbank";"";"82.780448";"52.504944";"";"ежедневно, круглосуточно"
